Date,Shift,Department,Machine_ID,Machine_Name,Rated_power_kW,Hours_Operated,Energy_kWh,Power_Factor,Voltage,Cost_Per_Unit,Energy_Cost,Status
11-05-2026,Night,Testing,M007,Cooling-1,8,9,72,0.86,409,8,576,Warning
26-05-2026,Morning,CNC,M015,Compressor-3,16,12,192,0.93,419,8,1536,Normal
20-05-2026,Night,Maintenance,M008,Cooling-2,9,4,36,0.96,414,8,288,Normal
18-05-2026,Night,Utilities,M009,Milling-1,25,6,150,0.92,412,8,1200,Normal
12-05-2026,Afternoon,Manufacturing,M001,Boiler-1,22,11,242,0.92,412,8,1936,Normal
19-05-2026,Night,CNC,M005,Compressor-1,15,6,90,0.94,410,8,720,Normal
13-05-2026,Morning,Manufacturing,M002,Boiler-2,24,5,120,0.95,411,8,960,Normal
19-05-2026,Morning,Testing,M017,Cooling-3,10,8,80,0.97,414,8,640,Normal
01-05-2026,Night,CNC,M003,Lathe-1,15,8,121,0.88,407,8,968,Warning
11-05-2026,Morning,Testing,M006,Compressor-2,17,10,170,0.99,413,8,1360,Normal
17-05-2026,Morning,Manufacturing,M001,Boiler-1,22,8,176,0.96,415,8,1408,Normal
10-05-2026,Night,CNC,M013,Lathe-3,16,10,156,0.89,407,8,1248,Warning
31-05-2026,Afternoon,Utilities,M019,Milling-3,26,6,156,0.91,415,8,1248,Normal
19-05-2026,Afternoon,Maintenance,M018,Cooling-4,11,8,88,0.86,403,8,704,Warning
23-05-2026,Afternoon,Testing,M016,Compressor-4,18,7,126,0.93,420,8,1008,Normal
03-05-2026,Afternoon,CNC,M013,Lathe-3,16,7,109,0.88,398,8,872,Warning
26-05-2026,Afternoon,Testing,M006,Compressor-2,17,8,136,0.88,398,8,1088,Warning
02-05-2026,Morning,Utilities,M019,Milling-3,26,6,112,0.95,411,8,2496,Normal
10-05-2026,Morning,Testing,M006,Compressor-2,17,9,153,0.88,408,8,1224,Warning
20-05-2026,Morning,Maintenance,M018,Cooling-4,11,10,110,0.92,413,8,880,Normal
28-05-2026,Morning,Manufacturing,M001,Boiler-1,22,6,132,0.85,409,8,1056,Warning
25-05-2026,Night,CNC,M014,Lathe-4,20,11,208,0.97,415,8,1664,Normal
05-05-2026,Morning,Manufacturing,M002,Boiler-2,24,4,96,0.97,415,8,768,Normal
03-05-2026,Night,CNC,M005,Compressor-1,15,11,165,0.93,419,8,1320,Normal
13-05-2026,Morning,CNC,M013,Lathe-3,16,12,194,0.94,418,8,1552,Normal
24-05-2026,Night,Testing,M006,Compressor-2,17,6,102,0.91,410,8,816,Normal
25-05-2026,Night,CNC,M005,Compressor-1,15,8,120,0.98,412,8,960,Normal
06-05-2026,Morning,Testing,M017,Cooling-3,10,11,110,0.95,412,8,880,Normal
06-05-2026,Afternoon,Utilities,M009,Milling-1,25,9,194,0.93,412,8,1800,Normal
18-05-2026,Morning,Maintenance,M018,Cooling-4,11,4,44,0.85,397,8,352,Warning
16-05-2026,Afternoon,CNC,M004,Lathe-2,18,12,204,0.93,414,8,1632,Normal
23-05-2026,Morning,Utilities,M010,Milling-2,27,4,108,0.93,414,8,864,Normal
04-05-2026,Morning,CNC,M003,Lathe-1,15,9,141,0.97,417,8,1128,Normal
28-05-2026,Afternoon,Utilities,M019,Milling-3,26,7,182,0.96,413,8,1456,Normal
28-05-2026,Afternoon,Maintenance,M018,Cooling-4,11,12,132,0.93,412,8,1056,Normal
19-05-2026,Afternoon,Testing,M006,Compressor-2,17,9,153,0.95,416,8,1224,Normal
26-05-2026,Night,CNC,M004,Lathe-2,18,4,67,0.92,415,8,536,Normal
28-05-2026,Morning,Maintenance,M018,Cooling-4,11,10,110,0.98,414,8,880,Normal
25-05-2026,Morning,Maintenance,M018,Cooling-4,11,9,99,0.95,413,8,792,Normal
15-05-2026,Afternoon,Testing,M017,Cooling-3,10,9,90,0.91,412,8,720,Normal
22-05-2026,Night,CNC,M004,Lathe-2,18,4,71,0.94,413,8,568,Normal
05-05-2026,Morning,Utilities,M009,Milling-1,25,5,125,0.92,416,8,1000,Normal
19-05-2026,Afternoon,Manufacturing,M011,Boiler-3,21,9,189,0.92,420,8,1512,Normal
25-05-2026,Night,Testing,M007,Cooling-1,8,5,40,0.93,420,8,320,Normal
28-05-2026,Morning,Manufacturing,M012,Boiler-4,23,8,184,0.89,400,8,1472,Warning
26-05-2026,Night,Manufacturing,M011,Boiler-3,21,12,252,0.95,413,8,2016,Normal
13-05-2026,Morning,Maintenance,M008,Cooling-2,9,9,81,0.98,411,8,648,Normal
30-05-2026,Morning,Manufacturing,M011,Boiler-3,21,7,147,0.93,416,8,1176,Normal
26-05-2026,Morning,Utilities,M019,Milling-3,26,5,130,0.92,413,8,1040,Normal
28-05-2026,Night,CNC,M013,Lathe-3,16,11,171,0.97,414,8,1368,Normal
01-05-2026,Night,Testing,M006,Compressor-2,17,4,68,0.73,388,8,544,Critical
11-05-2026,Morning,Maintenance,M008,Cooling-2,9,6,54,0.92,416,8,432,Normal
04-05-2026,Morning,Maintenance,M008,Cooling-2,9,12,108,0.98,417,8,864,Normal
08-05-2026,Afternoon,CNC,M015,Compressor-3,16,4,64,0.87,403,8,512,Warning
09-05-2026,Afternoon,Testing,M017,Cooling-3,10,10,100,0.94,410,8,800,Normal
01-05-2026,Afternoon,Testing,M006,Compressor-2,17,10,170,0.95,414,8,1360,Normal
30-05-2026,Morning,Utilities,M009,Milling-1,25,5,213,0.88,400,8,1000,Warning
13-05-2026,Morning,CNC,M003,Lathe-1,15,8,125,0.96,418,8,1000,Normal
22-05-2026,Morning,Maintenance,M008,Cooling-2,9,9,81,0.94,414,8,648,Normal
27-05-2026,Morning,CNC,M005,Compressor-1,15,6,90,0.89,408,8,720,Warning
25-05-2026,Night,Maintenance,M018,Cooling-4,11,4,44,0.9,418,8,352,Normal
10-05-2026,Night,CNC,M003,Lathe-1,15,9,140,0.98,414,8,1120,Normal
13-05-2026,Afternoon,Testing,M016,Compressor-4,18,4,72,0.95,415,8,576,Normal
07-05-2026,Afternoon,Manufacturing,M012,Boiler-4,23,9,207,0.97,415,8,1656,Normal
10-05-2026,Morning,CNC,M003,Lathe-1,15,5,72,0.92,415,8,576,Normal
05-05-2026,Morning,Utilities,M019,Milling-3,26,7,182,0.93,413,8,1456,Normal
08-05-2026,Morning,CNC,M014,Lathe-4,20,10,196,0.98,417,8,1568,Normal
01-05-2026,Night,Testing,M006,Compressor-2,17,7,119,0.87,405,8,952,Warning
29-05-2026,Afternoon,Utilities,M019,Milling-3,26,10,160,0.9,410,8,2080,Normal
23-05-2026,Night,Utilities,M010,Milling-2,27,6,162,0.93,413,8,1296,Normal
04-05-2026,Morning,Testing,M017,Cooling-3,10,11,110,0.93,417,8,880,Normal
03-05-2026,Afternoon,Utilities,M009,Milling-1,25,6,150,0.93,414,8,1200,Normal
30-05-2026,Afternoon,Testing,M016,Compressor-4,18,9,162,0.91,412,8,1296,Normal
14-05-2026,Morning,CNC,M004,Lathe-2,18,11,188,0.81,376,8,1504,Critical
25-05-2026,Afternoon,Testing,M016,Compressor-4,18,4,72,0.85,398,8,576,Warning
07-05-2026,Morning,Utilities,M019,Milling-3,26,6,156,0.93,411,8,1248,Normal
22-05-2026,Night,Utilities,M009,Milling-1,25,4,100,0.94,415,8,800,Normal
20-05-2026,Night,Utilities,M010,Milling-2,27,10,178,0.93,414,8,2160,Normal
12-05-2026,Afternoon,Utilities,M019,Milling-3,26,12,119,0.91,409,8,2496,Normal
07-05-2026,Night,Testing,M006,Compressor-2,17,12,204,0.92,414,8,1632,Normal
23-05-2026,Afternoon,Manufacturing,M001,Boiler-1,22,5,110,0.88,407,8,880,Warning
11-05-2026,Night,CNC,M003,Lathe-1,15,9,128,0.98,419,8,1024,Normal
20-05-2026,Morning,Utilities,M019,Milling-3,26,10,260,0.95,415,8,2080,Normal
31-05-2026,Afternoon,CNC,M004,Lathe-2,18,6,108,0.94,419,8,864,Normal
14-05-2026,Morning,Testing,M006,Compressor-2,17,5,85,0.96,413,8,680,Normal
24-05-2026,Morning,Maintenance,M008,Cooling-2,9,4,36,0.93,414,8,288,Normal
08-05-2026,Afternoon,Manufacturing,M001,Boiler-1,22,8,176,0.96,416,8,1408,Normal
08-05-2026,Night,Manufacturing,M002,Boiler-2,24,11,264,0.91,417,8,2112,Normal
02-05-2026,Afternoon,CNC,M005,Compressor-1,15,10,150,0.87,407,8,1200,Warning
03-05-2026,Night,Manufacturing,M012,Boiler-4,23,9,207,0.96,417,8,1656,Normal
29-05-2026,Afternoon,Utilities,M009,Milling-1,25,4,216,0.89,404,8,800,Warning
14-05-2026,Night,Manufacturing,M001,Boiler-1,22,4,88,0.94,410,8,704,Normal
25-05-2026,Afternoon,Testing,M007,Cooling-1,8,7,56,0.95,420,8,448,Normal
24-05-2026,Morning,Utilities,M010,Milling-2,27,5,135,0.9,414,8,1080,Normal
28-05-2026,Afternoon,Utilities,M010,Milling-2,27,4,108,0.93,410,8,864,Normal
30-05-2026,Afternoon,Utilities,M019,Milling-3,26,7,182,0.94,415,8,1456,Normal
13-05-2026,Night,Testing,M016,Compressor-4,18,6,108,0.95,414,8,864,Normal
25-05-2026,Afternoon,Testing,M016,Compressor-4,18,7,126,0.91,420,8,1008,Normal
07-05-2026,Afternoon,Maintenance,M018,Cooling-4,11,10,110,0.91,412,8,880,Normal
15-05-2026,Morning,Testing,M016,Compressor-4,18,4,72,0.92,411,8,576,Normal
01-05-2026,Afternoon,Utilities,M010,Milling-2,27,8,178,0.93,415,8,1728,Normal
10-05-2026,Night,Manufacturing,M011,Boiler-3,21,11,231,0.97,415,8,1848,Normal
11-05-2026,Night,Manufacturing,M001,Boiler-1,22,6,132,0.91,419,8,1056,Normal
20-05-2026,Morning,CNC,M015,Compressor-3,16,8,128,0.97,419,8,1024,Normal
13-05-2026,Morning,CNC,M005,Compressor-1,15,6,90,0.88,400,8,720,Warning
12-05-2026,Night,Manufacturing,M011,Boiler-3,21,9,189,0.92,410,8,1512,Normal
25-05-2026,Morning,Utilities,M019,Milling-3,26,10,187,0.94,408,8,2080,Normal
12-05-2026,Night,Manufacturing,M001,Boiler-1,22,6,132,0.91,417,8,1056,Normal
08-05-2026,Morning,CNC,M004,Lathe-2,18,4,69,0.87,406,8,552,Warning
25-05-2026,Morning,Manufacturing,M011,Boiler-3,21,4,84,0.99,416,8,672,Normal
21-05-2026,Morning,Manufacturing,M012,Boiler-4,23,9,207,0.97,411,8,1656,Normal
06-05-2026,Afternoon,Testing,M017,Cooling-3,10,6,60,0.9,416,8,480,Normal
07-05-2026,Morning,Testing,M006,Compressor-2,17,12,204,0.91,420,8,1632,Normal
10-05-2026,Afternoon,CNC,M013,Lathe-3,16,12,181,0.93,415,8,1448,Normal
06-05-2026,Afternoon,Utilities,M019,Milling-3,26,6,215,0.89,405,8,1248,Warning
19-05-2026,Night,Manufacturing,M002,Boiler-2,24,4,96,0.94,419,8,768,Normal
10-05-2026,Morning,Testing,M017,Cooling-3,10,8,80,0.92,417,8,640,Normal
31-05-2026,Night,Testing,M016,Compressor-4,18,9,162,0.92,415,8,1296,Normal
06-05-2026,Afternoon,Testing,M016,Compressor-4,18,11,198,0.99,413,8,1584,Normal
03-05-2026,Afternoon,Testing,M017,Cooling-3,10,7,70,0.97,414,8,560,Normal
04-05-2026,Morning,Maintenance,M008,Cooling-2,9,4,36,0.97,420,8,288,Normal
14-05-2026,Morning,CNC,M005,Compressor-1,15,6,90,0.98,414,8,720,Normal
16-05-2026,Night,Maintenance,M018,Cooling-4,11,10,110,0.98,413,8,880,Normal
31-05-2026,Afternoon,Testing,M007,Cooling-1,8,4,32,0.95,414,8,256,Normal
26-05-2026,Night,Testing,M016,Compressor-4,18,5,90,0.86,407,8,720,Warning
12-05-2026,Night,Utilities,M009,Milling-1,25,9,189,0.94,411,8,2200,Normal
16-05-2026,Morning,CNC,M004,Lathe-2,18,12,226,0.98,417,8,1808,Normal
14-05-2026,Night,CNC,M015,Compressor-3,16,10,160,0.9,412,8,1280,Normal
01-05-2026,Morning,CNC,M015,Compressor-3,16,12,192,0.99,420,8,1536,Normal
22-05-2026,Afternoon,Manufacturing,M001,Boiler-1,22,12,264,0.91,419,8,2112,Normal
20-05-2026,Afternoon,Testing,M016,Compressor-4,18,5,90,0.76,376,8,720,Critical
05-05-2026,Afternoon,Manufacturing,M002,Boiler-2,24,12,288,0.93,410,8,2304,Normal
11-05-2026,Morning,Manufacturing,M002,Boiler-2,24,9,216,0.94,410,8,1728,Normal
12-05-2026,Night,Testing,M016,Compressor-4,18,6,108,0.88,403,8,864,Warning
07-05-2026,Afternoon,CNC,M014,Lathe-4,20,6,109,0.95,419,8,872,Normal
24-05-2026,Night,Manufacturing,M012,Boiler-4,23,10,230,0.97,416,8,1840,Normal
17-05-2026,Night,Manufacturing,M011,Boiler-3,21,8,168,0.92,413,8,1344,Normal
26-05-2026,Night,CNC,M013,Lathe-3,16,9,150,0.96,419,8,1200,Normal
23-05-2026,Afternoon,CNC,M004,Lathe-2,18,12,198,0.97,415,8,1584,Normal
21-05-2026,Night,Utilities,M019,Milling-3,26,7,182,0.95,413,8,1456,Normal
24-05-2026,Morning,Utilities,M019,Milling-3,26,6,156,0.92,414,8,1248,Normal
30-05-2026,Afternoon,Manufacturing,M002,Boiler-2,24,4,96,0.95,419,8,768,Normal
24-05-2026,Night,Utilities,M019,Milling-3,26,8,176,0.91,412,8,1664,Normal
12-05-2026,Morning,Testing,M016,Compressor-4,18,5,90,0.95,411,8,720,Normal
09-05-2026,Afternoon,Utilities,M019,Milling-3,26,10,215,0.88,409,8,2080,Warning
17-05-2026,Morning,Testing,M007,Cooling-1,8,11,88,0.92,416,8,704,Normal
06-05-2026,Afternoon,Utilities,M019,Milling-3,26,7,214,0.87,405,8,2496,Warning
29-05-2026,Afternoon,Testing,M016,Compressor-4,18,12,216,0.99,417,8,1728,Normal
06-05-2026,Night,Testing,M017,Cooling-3,10,11,110,0.98,410,8,880,Normal
16-05-2026,Afternoon,Manufacturing,M001,Boiler-1,22,7,154,0.98,419,8,1232,Normal
27-05-2026,Morning,Maintenance,M018,Cooling-4,11,7,77,0.95,414,8,616,Normal
17-05-2026,Night,Utilities,M019,Milling-3,26,9,169,0.95,415,8,1872,Normal
04-05-2026,Morning,Utilities,M009,Milling-1,25,5,125,0.92,415,8,1000,Normal
17-05-2026,Morning,Manufacturing,M012,Boiler-4,23,8,184,0.95,414,8,1472,Normal
03-05-2026,Morning,CNC,M015,Compressor-3,16,4,64,0.96,418,8,512,Normal
22-05-2026,Morning,Manufacturing,M011,Boiler-3,21,11,231,0.86,402,8,1848,Warning
22-05-2026,Night,Maintenance,M018,Cooling-4,11,5,55,0.94,419,8,440,Normal
21-05-2026,Afternoon,Testing,M007,Cooling-1,8,8,64,0.84,383,8,512,Critical
18-05-2026,Afternoon,Manufacturing,M011,Boiler-3,21,8,168,0.93,415,8,1344,Normal
12-05-2026,Night,CNC,M015,Compressor-3,16,10,160,0.91,415,8,1280,Normal
09-05-2026,Night,Maintenance,M018,Cooling-4,11,12,132,0.96,411,8,1056,Normal
07-05-2026,Afternoon,CNC,M005,Compressor-1,15,8,120,0.93,411,8,960,Normal
28-05-2026,Night,Utilities,M019,Milling-3,26,11,165,0.91,415,8,2288,Normal
31-05-2026,Afternoon,Testing,M006,Compressor-2,17,10,170,0.88,401,8,1360,Warning
12-05-2026,Afternoon,CNC,M004,Lathe-2,18,8,149,0.97,415,8,1192,Normal
26-05-2026,Night,CNC,M015,Compressor-3,16,11,176,0.9,417,8,1408,Normal
05-05-2026,Night,Testing,M007,Cooling-1,8,10,80,0.97,415,8,640,Normal
25-05-2026,Morning,CNC,M014,Lathe-4,20,6,113,0.93,412,8,904,Normal
29-05-2026,Afternoon,CNC,M005,Compressor-1,15,11,165,0.83,391,8,1320,Critical
02-05-2026,Morning,Utilities,M010,Milling-2,27,8,187,0.92,411,8,1728,Normal
02-05-2026,Morning,Manufacturing,M002,Boiler-2,24,6,144,0.99,410,8,1152,Normal
05-05-2026,Afternoon,Maintenance,M018,Cooling-4,11,12,132,0.93,414,8,1056,Normal
29-05-2026,Afternoon,CNC,M013,Lathe-3,16,12,178,0.93,417,8,1424,Normal
22-05-2026,Night,CNC,M015,Compressor-3,16,4,64,0.97,417,8,512,Normal
28-05-2026,Afternoon,Testing,M006,Compressor-2,17,5,85,0.87,407,8,680,Warning
24-05-2026,Night,CNC,M013,Lathe-3,16,11,180,0.98,414,8,1440,Normal
01-05-2026,Morning,Manufacturing,M012,Boiler-4,23,5,115,0.95,414,8,920,Normal
12-05-2026,Night,Testing,M016,Compressor-4,18,8,144,0.93,413,8,1152,Normal
13-05-2026,Afternoon,CNC,M015,Compressor-3,16,11,176,0.98,412,8,1408,Normal
03-05-2026,Afternoon,Testing,M017,Cooling-3,10,8,80,0.95,414,8,640,Normal
02-05-2026,Afternoon,Utilities,M010,Milling-2,27,5,214,0.88,409,8,1080,Warning
28-05-2026,Morning,CNC,M005,Compressor-1,15,5,75,0.9,415,8,600,Normal
06-05-2026,Night,CNC,M014,Lathe-4,20,12,228,0.87,408,8,1824,Warning
15-05-2026,Afternoon,CNC,M013,Lathe-3,16,11,177,0.92,416,8,1416,Normal
31-05-2026,Afternoon,Testing,M017,Cooling-3,10,12,120,0.95,416,8,960,Normal
22-05-2026,Afternoon,CNC,M013,Lathe-3,16,4,66,0.97,419,8,528,Normal
06-05-2026,Afternoon,Utilities,M009,Milling-1,25,9,219,0.78,405,8,1800,Critical
04-05-2026,Afternoon,CNC,M014,Lathe-4,20,9,188,0.96,415,8,1504,Normal
07-05-2026,Morning,Testing,M006,Compressor-2,17,5,85,0.98,413,8,680,Normal
29-05-2026,Afternoon,CNC,M003,Lathe-1,15,4,63,0.84,372,8,504,Critical
08-05-2026,Night,CNC,M015,Compressor-3,16,12,192,0.93,410,8,1536,Normal
30-05-2026,Afternoon,CNC,M013,Lathe-3,16,4,58,0.94,417,8,464,Normal
22-05-2026,Night,CNC,M015,Compressor-3,16,4,64,0.95,416,8,512,Normal
27-05-2026,Morning,Testing,M016,Compressor-4,18,8,144,0.98,413,8,1152,Normal
31-05-2026,Morning,Testing,M017,Cooling-3,10,12,120,0.96,420,8,960,Normal
16-05-2026,Morning,Testing,M007,Cooling-1,8,11,88,0.96,418,8,704,Normal
05-05-2026,Morning,Maintenance,M018,Cooling-4,11,6,66,0.92,414,8,528,Normal
21-05-2026,Night,Utilities,M019,Milling-3,26,9,198,0.95,411,8,1872,Normal
16-05-2026,Morning,Testing,M016,Compressor-4,18,10,180,0.86,396,8,1440,Warning
26-05-2026,Morning,Manufacturing,M011,Boiler-3,21,7,147,0.96,412,8,1176,Normal
20-05-2026,Morning,Utilities,M019,Milling-3,26,7,178,0.93,413,8,2288,Normal
06-05-2026,Afternoon,Utilities,M010,Milling-2,27,5,135,0.93,410,8,1080,Normal
31-05-2026,Morning,CNC,M014,Lathe-4,20,10,181,0.96,412,8,1448,Normal
26-05-2026,Afternoon,Manufacturing,M012,Boiler-4,23,12,276,0.95,414,8,2208,Normal
26-05-2026,Afternoon,Testing,M007,Cooling-1,8,11,88,0.91,417,8,704,Normal
08-05-2026,Morning,Manufacturing,M002,Boiler-2,24,10,240,0.94,410,8,1920,Normal
29-05-2026,Morning,Utilities,M019,Milling-3,26,10,178,0.91,414,8,2080,Normal
14-05-2026,Afternoon,Manufacturing,M012,Boiler-4,23,8,184,0.94,416,8,1472,Normal
19-05-2026,Morning,Testing,M007,Cooling-1,8,10,80,0.92,420,8,640,Normal
17-05-2026,Morning,CNC,M014,Lathe-4,20,5,104,0.87,407,8,832,Warning
18-05-2026,Afternoon,CNC,M003,Lathe-1,15,5,77,0.94,419,8,616,Normal
14-05-2026,Morning,Maintenance,M018,Cooling-4,11,12,132,0.95,415,8,1056,Normal
31-05-2026,Night,CNC,M014,Lathe-4,20,11,209,0.93,416,8,1672,Normal
23-05-2026,Afternoon,Testing,M006,Compressor-2,17,10,170,0.91,414,8,1360,Normal
20-05-2026,Morning,Maintenance,M018,Cooling-4,11,10,110,0.96,414,8,880,Normal
31-05-2026,Afternoon,Maintenance,M008,Cooling-2,9,11,99,0.93,420,8,792,Normal
26-05-2026,Afternoon,Manufacturing,M001,Boiler-1,22,12,264,0.92,410,8,2112,Normal
14-05-2026,Morning,Manufacturing,M001,Boiler-1,22,12,264,0.91,420,8,2112,Normal
19-05-2026,Morning,Utilities,M019,Milling-3,26,6,156,0.93,415,8,1248,Normal
13-05-2026,Morning,Testing,M016,Compressor-4,18,9,162,0.91,418,8,1296,Normal
07-05-2026,Morning,Manufacturing,M002,Boiler-2,24,5,120,0.95,417,8,960,Normal
16-05-2026,Morning,CNC,M003,Lathe-1,15,10,145,0.99,416,8,1160,Normal
24-05-2026,Afternoon,CNC,M015,Compressor-3,16,9,144,0.88,403,8,1152,Warning
31-05-2026,Morning,Utilities,M019,Milling-3,26,6,156,0.95,410,8,1248,Normal
10-05-2026,Morning,Testing,M007,Cooling-1,8,7,56,0.74,394,8,448,Critical
24-05-2026,Afternoon,CNC,M004,Lathe-2,18,6,100,0.96,417,8,800,Normal
11-05-2026,Morning,Utilities,M009,Milling-1,25,9,195,0.91,415,8,1800,Normal
05-05-2026,Night,CNC,M015,Compressor-3,16,6,96,0.98,410,8,768,Normal
25-05-2026,Morning,Utilities,M009,Milling-1,25,12,165,0.92,412,8,2400,Normal
21-05-2026,Morning,Testing,M017,Cooling-3,10,7,70,0.9,420,8,560,Normal
11-05-2026,Afternoon,Utilities,M009,Milling-1,25,5,189,0.91,413,8,2000,Normal
02-05-2026,Morning,Utilities,M019,Milling-3,26,5,130,0.92,412,8,1040,Normal
05-05-2026,Afternoon,CNC,M003,Lathe-1,15,8,115,0.94,414,8,920,Normal
11-05-2026,Morning,Utilities,M009,Milling-1,25,8,200,0.95,413,8,1600,Normal
28-05-2026,Night,CNC,M004,Lathe-2,18,11,206,0.99,419,8,1648,Normal
24-05-2026,Night,Maintenance,M008,Cooling-2,9,8,72,0.95,415,8,576,Normal
25-05-2026,Morning,CNC,M013,Lathe-3,16,12,194,0.89,405,8,1552,Warning
10-05-2026,Night,Manufacturing,M001,Boiler-1,22,10,220,0.95,417,8,1760,Normal
02-05-2026,Night,CNC,M004,Lathe-2,18,11,198,0.95,417,8,1584,Normal
24-05-2026,Night,Testing,M007,Cooling-1,8,6,48,0.93,418,8,384,Normal
17-05-2026,Night,Testing,M017,Cooling-3,10,5,50,0.99,419,8,400,Normal
14-05-2026,Afternoon,Testing,M006,Compressor-2,17,11,187,0.79,374,8,1496,Critical
21-05-2026,Afternoon,CNC,M013,Lathe-3,16,5,73,0.88,407,8,584,Warning
17-05-2026,Morning,CNC,M015,Compressor-3,16,10,160,0.96,410,8,1280,Normal
02-05-2026,Night,CNC,M013,Lathe-3,16,6,87,0.96,412,8,696,Normal
15-05-2026,Morning,CNC,M015,Compressor-3,16,6,96,0.95,414,8,768,Normal
10-05-2026,Afternoon,Utilities,M019,Milling-3,26,6,156,0.92,410,8,1248,Normal
08-05-2026,Afternoon,CNC,M014,Lathe-4,20,12,222,0.95,413,8,1776,Normal
23-05-2026,Night,Manufacturing,M002,Boiler-2,24,5,120,0.98,412,8,960,Normal
23-05-2026,Afternoon,CNC,M003,Lathe-1,15,4,56,0.96,413,8,448,Normal
06-05-2026,Night,Utilities,M019,Milling-3,26,9,182,0.92,411,8,1872,Normal
